X,Y,CCN,REPORT_DAT,START_DATE,END_DATE,BLOCK,OFFENSE,METHOD,SHIFT,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,BID,XBLOCK,YBLOCK,LATITUDE,LONGITUDE,OBJECTID,OCTO_RECORD_ID
392965,143350,20115146,2020/08/12 15:52:44+00,2020/07/31 14:30:13+00,2020/08/09 18:30:17+00,4100 - 4199 BLOCK OF INGOMAR STREET NW,THEFT/OTHER,OTHERS,DAY,3,3E,2,202,Cluster 11,001100 2,001100,Precinct 32,,392965,143350,38.9580276693,-77.0811668734,940715899,
397229,138975,20115201,2020/08/12 18:33:14+00,2020/08/12 17:26:24+00,2020/08/12 17:54:58+00,2100 - 2199 BLOCK OF 14TH STREET NW,THEFT F/AUTO,OTHERS,DAY,1,1B,3,301,Cluster 3,004300 2,004300,Precinct 22,,397229,138975,38.918640186,-77.0319529725,940715900,
397169,143745,20115249,2020/08/12 04:00:00+00,2020/08/12 16:45:35+00,2020/08/12 16:58:30+00,1332  - 1399 BLOCK OF MISSOURI AVENUE NW,HOMICIDE,KNIFE,MIDNIGHT,4,4E,4,403,Cluster 18,002001 1,002001,Precinct 53,,397169,143745,38.9616095416,-77.0326645261,940715901,
400497,141425,20115546,2020/08/13 07:13:18+00,2020/08/13 05:45:10+00,2020/08/13 05:50:25+00,800 - 899 BLOCK OF TAYLOR STREET NE,ASSAULT W/DANGEROUS WEAPON,KNIFE,MIDNIGHT,5,5A,4,405,Cluster 20,009504 2,009504,Precinct 67,,400497,141425,38.9407147719,-76.9942672161,940715902,
402389,136587,20115834,2020/08/13 22:36:02+00,2020/08/13 22:34:11+00,2020/08/13 22:35:12+00,500 - 599 BLOCK OF 24TH STREET NE,THEFT F/AUTO,OTHERS,EVENING,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,,402389,136587,38.8971293792,-76.9724602551,940715903,
404450,132969,20116731,2020/08/15 22:01:28+00,2020/08/15 20:50:40+00,2020/08/15 22:01:34+00,3901 - 3998 BLOCK OF PENNSYLVANIA AVENUE SE,THEFT/OTHER,OTHERS,EVENING,7,7B,6,606,Cluster 35,007603 1,007603,Precinct 110,,404450,132969,38.8645290167,-76.9487250354,940715904,
399823,129354,20116776,2020/08/15 23:49:34+00,2020/08/15 22:25:43+00,,200 - 399 BLOCK OF VALLEY AVENUE SE,ROBBERY,GUN,EVENING,8,8D,7,708,Cluster 39,009801 1,009801,Precinct 121,,399823,129354,38.8319747531,-77.0020385462,940715905,
399562,131362,20116944,2020/08/16 09:01:04+00,2020/08/16 06:30:17+00,2020/08/16 07:09:36+00,2700 - 2799 BLOCK OF 2ND STREET SE,THEFT F/AUTO,OTHERS,MIDNIGHT,8,8C,7,707,Cluster 39,010400 2,010400,Precinct 123,,399562,131362,38.8500636271,-77.0050458163,940715906,
401418,136255,20116992,2020/08/16 12:37:09+00,2020/08/15 22:00:24+00,2020/08/16 11:30:29+00,300 - 399 BLOCK OF 15TH STREET NE,THEFT F/AUTO,OTHERS,DAY,7,7D,5,507,Cluster 25,007901 3,007901,Precinct 81,,401418,136255,38.8941407044,-76.9836543651,940715907,
397624,146152,20117883,2020/08/18 13:10:35+00,2020/08/18 11:00:43+00,2020/08/18 11:05:44+00,7700  - 7799 BLOCK OF ALASKA AVENUE NW,THEFT F/AUTO,OTHERS,DAY,4,4A,4,401,Cluster 16,001600 2,001600,Precinct 62,,397624,146152,38.9832937093,-77.0274230072,940715908,
396684,140342,20118136,2020/08/19 02:53:16+00,2020/08/18 23:10:43+00,2020/08/18 23:55:24+00,3169 - 3199 BLOCK OF MOUNT PLEASANT STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 39,,396684,140342,38.9309526677,-77.038244083,940715909,
405468,136869,20118398,2020/08/19 15:39:08+00,2020/08/12 23:00:36+00,2020/08/13 12:00:50+00,4504 - 4599 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,THEFT F/AUTO,OTHERS,DAY,7,7C,6,602,Cluster 30,007804 1,007804,Precinct 98,,405468,136869,38.8996559767,-76.9369641406,940715910,
396841,141849,20118517,2020/08/19 20:12:17+00,2020/08/19 12:00:34+00,2020/08/19 18:25:38+00,4400  - 4499 BLOCK OF 16TH STREET NW,THEFT/OTHER,OTHERS,EVENING,4,4E,4,404,Cluster 18,002600 2,002600,Precinct 48,,396841,141849,38.9445287465,-77.0364403091,940715911,
401408,133189,20118802,2020/08/20 07:48:52+00,2020/08/20 06:35:55+00,2020/08/20 07:49:01+00,1423 - 1518 BLOCK OF GOOD HOPE ROAD SE,BURGLARY,OTHERS,MIDNIGHT,8,8A,7,701,Cluster 28,007503 1,007503,Precinct 114,ANACOSTIA,401408,133189,38.8665209985,-76.9837759187,940715912,
404084.549999997,139109.41,20119496,2020/08/21 20:02:54+00,2020/08/21 14:30:01+00,2020/08/21 14:34:48+00,2400 - 2499 BLOCK OF MARKET STREET NE,THEFT/OTHER,OTHERS,EVENING,5,5C,5,503,Cluster 24,009000 3,009000,Precinct 139,,404084.55,139109.41,38.9198458716,-76.9528994141,940715913,
397044,139950,20119902,2020/08/22 15:27:58+00,2020/08/22 14:47:40+00,2020/08/22 14:48:12+00,1400 - 1499 BLOCK OF COLUMBIA ROAD NW,THEFT F/AUTO,OTHERS,DAY,1,1A,3,302,Cluster 2,002802 3,002802,Precinct 36,,397044,139950,38.9274226952,-77.034090444,940715914,
402258,132857,20120019,2020/08/22 20:03:27+00,2020/08/22 03:00:38+00,2020/08/22 18:00:45+00,2300 - 2399 BLOCK OF GOOD HOPE ROAD SE,THEFT F/AUTO,OTHERS,EVENING,8,8A,6,607,Cluster 34,007605 3,007605,Precinct 112,,402258,132857,38.8635284338,-76.9739826422,940715915,
399886,136928,20120754,2020/08/24 08:21:56+00,2020/08/24 06:27:12+00,,300 - 399 BLOCK OF H STREET NE,BURGLARY,OTHERS,MIDNIGHT,6,6C,1,104,Cluster 25,010602 3,010602,Precinct 83,,399886,136928,38.9002044689,-77.0013142178,940715916,
397431,138854,20120824,2020/08/24 14:56:25+00,2020/08/24 00:30:47+00,2020/08/24 04:30:16+00,2000 - 2099 BLOCK OF 13TH STREET NW,THEFT F/AUTO,OTHERS,DAY,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,,397431,138854,38.917550792,-77.0296232163,940715917,
395541,137600,20121454,2020/08/25 20:04:45+00,2020/08/25 10:30:59+00,2020/08/25 19:21:00+00,1200 - 1299 BLOCK OF 24TH STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2A,2,207,Cluster 5,005501 1,005501,Precinct 4,,395541,137600,38.9062467794,-77.0514087164,940715918,
399756,137184,20153214,2020/10/26 13:06:36+00,2020/10/24 11:30:03+00,2020/10/25 17:30:13+00,200 - 299 BLOCK OF K STREET NE,THEFT F/AUTO,OTHERS,DAY,6,6C,5,501,Cluster 25,010602 4,010602,Precinct 144,NOMA,399756,137184,38.9025105817,-77.0028129781,940715919,
395102,137853,20153375,2020/10/26 20:14:40+00,2020/10/26 18:23:27+00,2020/10/26 19:23:47+00,2700 - 2799 BLOCK OF O STREET NW,ROBBERY,GUN,EVENING,2,2E,2,206,Cluster 4,000101 1,000101,Precinct 5,,395102,137853,38.908523554,-77.0564718398,940715920,
401728,138813,20153482,2020/10/27 00:52:12+00,2020/10/26 22:34:15+00,,1600 - 1779 BLOCK OF NEW YORK AVENUE NE,THEFT F/AUTO,OTHERS,EVENING,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,,401728,138813,38.9171835065,-76.9800744828,940715921,
397228,138674,20153520,2020/10/27 00:13:58+00,2020/10/25 21:30:10+00,2020/10/25 21:50:24+00,1900 - 1920 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2F,3,301,Cluster 3,004300 4,004300,Precinct 141,,397228,138674,38.9159286757,-77.0319632885,940715922,
399491,134192,20037082,2020/03/01 17:24:13+00,2020/03/01 16:50:17+00,2020/03/01 17:00:55+00,1200 - 1299 BLOCK OF 1ST STREET SE,THEFT/OTHER,OTHERS,DAY,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,CAPITOL RIVERFRONT,399491,134192,38.8755574075,-77.0058658403,940715926,
398036,139678,20037489,2020/03/02 08:08:50+00,2020/03/02 06:54:49+00,2020/03/02 07:57:58+00,2620 - 2711 BLOCK OF GEORGIA AVENUE NW,THEFT F/AUTO,OTHERS,MIDNIGHT,1,1E,3,304,Cluster 2,003500 1,003500,Precinct 37,,398036,139678,38.9249752107,-77.0226493008,940715927,
402588,140062,20037735,2020/03/02 19:42:31+00,2020/03/02 19:00:55+00,2020/03/02 19:42:39+00,3000 - 3099 BLOCK OF 26TH STREET NE,THEFT F/AUTO,OTHERS,DAY,5,5C,5,503,Cluster 22,011100 2,011100,Precinct 71,,402588,140062,38.928432787,-76.9701531399,940715928,
403520,133357,20037838,2020/03/03 03:11:58+00,2020/03/02 21:54:33+00,2020/03/02 22:50:17+00,3200 - 3299 BLOCK OF S STREET SE,THEFT F/AUTO,OTHERS,EVENING,7,7B,6,607,Cluster 34,007604 4,007604,Precinct 109,,403520,133357,38.8680284939,-76.9594389389,940715929,
394459,141888,20037854,2020/03/02 23:18:34+00,2020/03/02 21:37:24+00,2020/03/02 22:15:40+00,4200 - 4399 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,EVENING,3,3F,2,203,Cluster 12,001303 1,001303,Precinct 34,,394459,141888,38.9448682747,-77.0639179252,940715930,
399075,128889,20037981,2020/03/03 04:44:16+00,2020/03/03 01:40:36+00,,10 - 199 BLOCK OF DANBURY STREET SW,ASSAULT W/DANGEROUS WEAPON,GUN,MIDNIGHT,8,8D,7,708,Cluster 39,009807 3,009807,Precinct 126,,399075,128889,38.8277853486,-77.0106527943,940715931,
399078,136928,20038319,2020/03/03 19:13:49+00,2020/01/01 00:23:17+00,2020/02/29 01:43:10+00,1 - 99 BLOCK OF H STREET NW,THEFT/OTHER,OTHERS,DAY,6,6E,1,102,Cluster 8,004702 1,004702,Precinct 1,NOMA,399078,136928,38.9002039928,-77.0106290242,940715932,
403053,140739,20038622,2020/03/04 03:54:19+00,2020/03/04 02:42:59+00,,3000 - 3133 BLOCK OF RHODE ISLAND AVENUE NE,MOTOR VEHICLE THEFT,OTHERS,EVENING,5,5B,5,503,Cluster 24,011100 2,011100,Precinct 69,,403053,140739,38.9345299173,-76.9647873815,940715933,
397162,140182,20039035,2020/03/04 21:23:08+00,2020/03/03 20:30:50+00,2020/03/03 21:00:22+00,3100 - 3299 BLOCK OF 14TH STREET NW,THEFT/OTHER,OTHERS,EVENING,1,1A,3,302,Cluster 2,002802 1,002802,Precinct 39,,397162,140182,38.9295130123,-77.0327305535,940715934,
397129,139520,20039767,2020/03/05 22:38:49+00,2020/02/21 22:00:49+00,2020/02/28 13:00:21+00,1400 - 1457 BLOCK OF EUCLID STREET NW,THEFT F/AUTO,OTHERS,EVENING,1,1B,3,304,Cluster 2,003701 1,003701,Precinct 23,,397129,139520,38.9235494012,-77.0331083723,940715935,
406194,137503,20040232,2020/03/06 18:25:05+00,2020/03/06 15:00:33+00,2020/03/06 16:50:30+00,1100 - 1199 BLOCK OF 50TH STREET NE,THEFT F/AUTO,OTHERS,DAY,7,7C,6,602,Cluster 31,007806 1,007806,Precinct 93,,406194,137503,38.9053624558,-76.9285889981,940715936,
404105,139186,20040382,2020/03/07 01:35:46+00,2020/03/06 20:34:58+00,2020/03/06 21:59:35+00,2400 BLOCK OF MARKET STREET NE,THEFT F/AUTO,OTHERS,EVENING,5,5C,5,503,Cluster 24,009000 3,009000,Precinct 139,,404105,139186,38.9205357239,-76.952663139,940715937,
398186,137185,20040493,2020/03/07 00:55:52+00,2020/03/06 23:09:14+00,2020/03/06 23:40:10+00,600 - 699 BLOCK OF K STREET NW,THEFT/OTHER,OTHERS,EVENING,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 18,MOUNT VERNON TRIANGLE CID,398186,137185,38.9025177521,-77.0209128801,940715938,
401560,137150,20041248,2020/03/08 05:18:32+00,2020/03/08 04:40:27+00,2020/03/08 04:50:38+00,900 - 999 BLOCK OF BLADENSBURG ROAD NE,THEFT/OTHER,OTHERS,MIDNIGHT,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,,401560,137150,38.9022029472,-76.9820154637,940715939,
406683,137294,20041728,2020/03/09 02:35:59+00,2020/03/09 01:42:47+00,2020/03/09 02:21:32+00,934 - 1099 BLOCK OF EASTERN AVENUE NE,THEFT/OTHER,OTHERS,EVENING,7,7C,6,608,Cluster 31,007807 2,007807,Precinct 95,,406683,137294,38.9034761291,-76.9229533236,940715940,
400573,142718,20041968,2020/03/09 16:12:06+00,2020/03/09 05:45:20+00,2020/03/09 15:08:57+00,800 - 999 BLOCK OF GALLATIN STREET NE,THEFT F/AUTO,OTHERS,DAY,5,5A,4,405,Cluster 20,009508 2,009508,Precinct 66,,400573,142718,38.9523624321,-76.9933894931,940715941,
392740,143404,20042154,2020/03/09 20:38:19+00,2020/03/09 19:00:18+00,2020/03/09 20:00:36+00,5200 - 5299 BLOCK OF 43RD STREET NW,THEFT F/AUTO,OTHERS,EVENING,3,3E,2,202,Cluster 11,001100 2,001100,Precinct 32,,392740,143404,38.9585122842,-77.0837633991,940715942,
397382,142095,20042224,2020/03/09 22:05:29+00,2020/03/09 03:00:59+00,2020/03/09 13:30:07+00,4600  - 4699 BLOCK OF IOWA AVENUE NW,THEFT F/AUTO,OTHERS,EVENING,4,4E,4,404,Cluster 18,002501 1,002501,Precinct 48,,397382,142095,38.9467465626,-77.0302006003,940715943,
395105,139936,20042558,2020/03/10 12:27:17+00,2020/03/10 00:30:53+00,2020/03/10 11:45:13+00,2700 - 2899 BLOCK OF 28TH STREET NW,THEFT F/AUTO,OTHERS,DAY,3,3C,2,204,Cluster 15,000502 1,000502,Precinct 26,,395105,139936,38.9272879166,-77.0564521024,940715944,
401265,136988,20042568,2020/03/10 13:13:45+00,2020/03/10 02:06:13+00,2020/03/10 11:30:33+00,1396 - 1399 BLOCK OF FLORIDA AVENUE NE,THEFT F/AUTO,OTHERS,DAY,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,,401265,136988,38.9007440676,-76.9854166839,940715945,
403949,135293,20042684,2020/03/10 16:34:23+00,2020/03/10 14:34:44+00,,200 - 499 BLOCK OF ANACOSTIA ROAD SE,THEFT F/AUTO,OTHERS,DAY,7,7B,6,603,Cluster 32,007703 4,007703,Precinct 107,,403949,135293,38.8854669231,-76.9544844375,940715946,
394550,137528,20042966,2020/03/11 00:52:22+00,2020/03/10 23:20:00+00,2020/03/10 23:35:22+00,1200 - 1237 BLOCK OF WISCONSIN AVENUE NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,GEORGETOWN,394550,137528,38.9055925925,-77.062833582,940715947,
397655,138854,20043820,2020/03/12 07:41:58+00,2020/03/12 06:40:42+00,2020/03/12 06:55:00+00,2000 - 2099 BLOCK OF 11TH STREET NW,THEFT F/AUTO,OTHERS,MIDNIGHT,1,1B,3,305,Cluster 3,004401 1,004401,Precinct 22,,397655,138854,38.9175514183,-77.0270402657,940715948,
394457,145160,20044075,2020/03/12 18:29:40+00,2020/03/12 00:00:51+00,2020/03/12 16:00:57+00,6400  - 6499 BLOCK OF BARNABY STREET NW,THEFT F/AUTO,OTHERS,DAY,4,3/4G,2,201,Cluster 10,001500 4,001500,Precinct 51,,394457,145160,38.9743432728,-77.0639674439,940715949,
397728,141848,20000815,2020/01/02 14:36:13+00,2020/01/01 22:30:02+00,2020/01/02 12:00:37+00,4400  - 4499 BLOCK OF GEORGIA AVENUE NW,BURGLARY,OTHERS,DAY,4,4C,4,404,Cluster 18,002501 1,002501,Precinct 48,,397728,141848,38.94452248,-77.0262084122,940715950,
400437,136855,20000870,2020/01/02 16:42:59+00,2020/01/02 14:10:13+00,2020/01/02 16:16:03+00,700 - 799 BLOCK OF 8TH STREET NE,THEFT/OTHER,OTHERS,DAY,6,6A,1,104,Cluster 25,008402 2,008402,Precinct 82,,400437,136855,38.8995467575,-76.9949622117,940715951,
403654,133385,20024920,2020/02/10 19:37:22+00,2020/02/10 17:00:58+00,2020/02/10 19:20:01+00,3300 - 3345 BLOCK OF PENNSYLVANIA AVENUE SE,THEFT F/AUTO,OTHERS,DAY,7,7B,6,605,Cluster 34,009901 2,009901,Precinct 109,,403654,133385,38.8682801827,-76.9578947045,940715980,
391535,140654,20024948,2020/02/10 23:10:26+00,2020/02/10 20:05:29+00,2020/02/10 20:44:37+00,4830 - 4960 BLOCK OF ROCKWOOD PARKWAY NW,THEFT F/AUTO,OTHERS,EVENING,3,3D,2,205,Cluster 13,000903 2,000903,Precinct 9,,391535,140654,38.9337287387,-77.097632334,940715981,
394408,137347,20024999,2020/02/10 21:40:28+00,2020/02/10 20:15:52+00,2020/02/10 20:50:50+00,3222 - 3299 BLOCK OF GRACE STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2E,2,206,Cluster 4,000202 4,000202,Precinct 6,,394408,137347,38.9039611895,-77.0644692397,940715982,
403949,135293,20025286,2020/02/11 09:51:06+00,2020/02/11 07:00:04+00,2020/02/11 09:51:50+00,200 - 499 BLOCK OF ANACOSTIA ROAD SE,ASSAULT W/DANGEROUS WEAPON,KNIFE,MIDNIGHT,7,7B,6,603,Cluster 32,007703 4,007703,Precinct 107,,403949,135293,38.8854669231,-76.9544844375,940715983,
399689,137844,20025546,2020/02/11 21:33:10+00,2020/02/11 20:52:25+00,2020/02/11 20:55:02+00,150 - 199 BLOCK OF FLORIDA AVENUE NE,THEFT/OTHER,OTHERS,EVENING,5,5F,5,501,Cluster 23,008702 3,008702,Precinct 75,NOMA,399689,137844,38.9084560712,-77.003585693,940715984,
394964.329999998,140772.690000001,20025796,2020/02/12 08:05:39+00,2020/02/12 02:51:06+00,2020/02/12 02:59:31+00,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,3,3C,2,203,Cluster 15,001304 1,001304,Precinct 34,,394964.33,140772.69,38.9348242806,-77.0580805327,940715985,
400647,132289,20025812,2020/02/12 05:12:11+00,2020/02/12 03:30:35+00,2020/02/12 05:01:05+00,2600 - 2626 BLOCK OF STANTON ROAD SE,ROBBERY,GUN,MIDNIGHT,8,8B,7,703,Cluster 37,007406 1,007406,Precinct 118,,400647,132289,38.8584143123,-76.9925456049,940715986,
393189,142005,20026259,2020/02/13 01:21:59+00,2020/02/10 23:00:51+00,2020/02/12 21:30:21+00,4336 - 4347 BLOCK OF WISCONSIN AVENUE NW,THEFT/OTHER,OTHERS,EVENING,3,3E,2,202,Cluster 11,001200 4,001200,Precinct 33,,393189,142005,38.945913315,-77.078569101,940715987,
397612,139543,20005504,2020/01/10 13:14:06+00,2020/01/09 12:48:43+00,2020/01/10 13:14:23+00,1100 - 1198 BLOCK OF EUCLID STREET NW,THEFT F/AUTO,OTHERS,DAY,1,1B,3,304,Cluster 2,003600 3,003600,Precinct 23,,397612,139543,38.9237580378,-77.0275384966,940716051,
397496,136376,20006123,2020/01/11 07:14:09+00,2020/01/11 06:25:18+00,2020/01/11 06:29:23+00,1200 - 1299 BLOCK OF PENNSYLVANIA AVENUE NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2C,2,209,Cluster 8,005802 3,005802,Precinct 129,DOWNTOWN,397496,136376,38.8952282943,-77.0288646645,940716052,
399953,141548,20006573,2020/01/12 01:31:21+00,2020/01/11 23:47:32+00,2020/01/11 23:51:21+00,300 - 399 BLOCK OF HAWAII AVENUE NE,THEFT/OTHER,OTHERS,EVENING,5,5A,4,405,Cluster 19,009510 3,009510,Precinct 44,,399953,141548,38.9418229308,-77.0005421429,940716053,
397329,138713,20006948,2020/01/12 17:36:54+00,2020/01/12 08:30:06+00,2020/01/12 16:56:00+00,1300 - 1399 BLOCK OF WALLACH PLACE NW,THEFT F/AUTO,OTHERS,DAY,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,,397329,138713,38.9162803134,-77.0307988327,940716054,
399361,138752,20008020,2020/01/14 11:26:29+00,2020/01/14 09:15:16+00,2020/01/14 09:20:36+00,1924 - 1999 BLOCK OF LINCOLN ROAD NE,BURGLARY,OTHERS,MIDNIGHT,5,5F,5,502,Cluster 21,008701 2,008701,Precinct 75,,399361,138752,38.9166354649,-77.0073682335,940716055,
400541,139301,20008096,2020/01/14 15:18:18+00,2020/01/14 14:07:16+00,2020/01/14 14:08:36+00,2300 - 2499 BLOCK OF WASHINGTON PLACE NE,THEFT/OTHER,OTHERS,DAY,5,5C,5,505,Cluster 22,009102 4,009102,Precinct 72,,400541,139301,38.9215811022,-76.9937613603,940716056,
399352,134192,20008185,2020/01/14 18:14:09+00,2020/01/14 16:03:37+00,2020/01/14 16:06:12+00,1200 - 1299 BLOCK OF HALF STREET SE,THEFT/OTHER,OTHERS,DAY,8,8F,1,106,Cluster 27,007201 1,007201,Precinct 131,CAPITOL RIVERFRONT,399352,134192,38.8755573161,-77.0074677102,940716057,
399756,137110,20008274,2020/01/14 20:48:23+00,2020/01/14 18:37:14+00,2020/01/14 20:48:32+00,200 - 299 BLOCK OF PARKER STREET NE,THEFT F/AUTO,OTHERS,EVENING,6,6C,5,501,Cluster 25,010602 3,010602,Precinct 144,,399756,137110,38.9018439634,-77.0028129518,940716058,
401508,131363,20008466,2020/01/15 05:12:10+00,2020/01/15 01:26:40+00,2020/01/15 02:19:47+00,1428 - 1499 BLOCK OF TOBIAS DRIVE SE,THEFT/OTHER,OTHERS,MIDNIGHT,8,8C,7,704,Cluster 38,007404 2,007404,Precinct 117,,401508,131363,38.850071452,-76.9826276443,940716059,
400709,129315,20008822,2020/01/15 18:57:47+00,2020/01/15 18:22:47+00,2020/01/15 18:57:55+00,812 - 899 BLOCK OF BARNABY STREET SE,THEFT F/AUTO,OTHERS,DAY,8,8E,7,706,Cluster 39,009802 1,009802,Precinct 121,,400709,129315,38.8316231553,-76.9918343383,940716060,
395860,137710,20009763,2020/01/17 01:15:02+00,2020/01/16 13:00:09+00,2020/01/16 23:30:14+00,2100 - 2199 BLOCK OF N STREET NW,BURGLARY,OTHERS,EVENING,2,2B,2,208,Cluster 5,005501 1,005501,Precinct 4,,395860,137710,38.9072392579,-77.0477315645,940716061,
393679,143911,20009836,2020/01/17 03:51:52+00,2020/01/17 02:49:15+00,2020/01/17 03:27:45+00,3700 - 3799 BLOCK OF LIVINGSTON STREET NW,THEFT F/AUTO,OTHERS,EVENING,3,3/4G,2,201,Cluster 10,001401 1,001401,Precinct 50,,393679,143911,38.9630867277,-77.0729342164,940716062,
399871,142835,20010435,2020/01/18 02:38:57+00,2020/01/18 01:30:16+00,2020/01/18 01:35:24+00,5200 - 5299 BLOCK OF 3RD STREET NE,THEFT/OTHER,OTHERS,EVENING,5,5A,4,406,Cluster 19,009508 3,009508,Precinct 66,,399871,142835,38.9534165771,-77.0014882513,940716063,
396976,144927,20173181,2020/12/06 00:35:08+00,2020/12/04 02:00:33+00,2020/12/04 11:30:36+00,1400  - 1599 BLOCK OF ASPEN STREET NW,THEFT F/AUTO,OTHERS,EVENING,4,4A,4,401,Cluster 17,001803 1,001803,Precinct 61,,396976,144927,38.9722566423,-77.0348966039,940716092,
398327,140388,20173291,2020/12/06 05:24:41+00,2020/12/06 04:32:44+00,2020/12/06 05:12:37+00,400 - 499 BLOCK OF LAMONT STREET NW,MOTOR VEHICLE THEFT,OTHERS,MIDNIGHT,1,1E,4,409,Cluster 2,003200 3,003200,Precinct 38,,398327,140388,38.9313717142,-77.0192951525,940716093,
397685,142084,20173494,2020/12/06 18:20:26+00,2020/12/06 16:20:35+00,2020/12/06 16:35:40+00,4600  - 4699 BLOCK OF GEORGIA AVENUE NW,THEFT/OTHER,OTHERS,DAY,4,4E,4,404,Cluster 18,002002 1,002002,Precinct 48,,397685,142084,38.9466483222,-77.0267052304,940716094,
402423,134032,20174060,2020/12/08 00:32:50+00,2020/12/05 20:30:01+00,2020/12/05 20:45:02+00,2300 - 2399 BLOCK OF PENNSYLVANIA AVENUE SE,THEFT F/AUTO,OTHERS,EVENING,7,7B,6,607,Cluster 34,007601 1,007601,Precinct 111,,402423,134032,38.8741128729,-76.9720773214,940716095,
397107,139182,20174313,2020/12/08 17:54:31+00,2020/12/05 16:54:43+00,2020/12/07 22:00:49+00,1400 - 1499 BLOCK OF BELMONT STREET NW,THEFT/OTHER,OTHERS,DAY,1,1B,3,304,Cluster 2,003701 2,003701,Precinct 23,,397107,139182,38.9205045163,-77.0333606519,940716096,
394449,137479,20174373,2020/12/09 00:30:07+00,2020/12/08 18:15:00+00,2020/12/08 18:30:27+00,3200 - 3275 BLOCK OF M STREET NW,THEFT/OTHER,OTHERS,EVENING,2,2E,2,206,Cluster 4,000202 3,000202,Precinct 6,GEORGETOWN,394449,137479,38.9051505514,-77.0639976245,940716097,
403955,135871,20174869,2020/12/09 19:34:54+00,2020/12/09 05:00:06+00,2020/12/09 19:35:06+00,3500 - 3531 BLOCK OF AMES STREET NE,THEFT/OTHER,OTHERS,DAY,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,,403955,135871,38.8906737377,-76.9544119556,940716098,
394912,137666,20176570,2020/12/13 03:06:35+00,2020/12/12 20:50:04+00,2020/12/12 23:00:06+00,2900 - 2999 BLOCK OF N STREET NW,THEFT F/AUTO,OTHERS,EVENING,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,,394912,137666,38.9068379143,-77.0586610723,940716099,
400997,130281,20177388,2020/12/15 01:45:25+00,2020/12/15 00:26:51+00,2020/12/15 01:31:08+00,3431 - 3599 BLOCK OF 13TH STREET SE,MOTOR VEHICLE THEFT,OTHERS,EVENING,8,8E,7,705,Cluster 38,007304 4,007304,Precinct 120,,400997,130281,38.8403250446,-76.9885159986,940716100,
398476,133854,20177645,2020/12/15 17:11:33+00,2020/01/20 17:00:46+00,2020/01/26 21:00:17+00,1400 - 1499 BLOCK OF 4TH STREET SW,THEFT/OTHER,OTHERS,DAY,6,6D,1,105,Cluster 9,011001 1,011001,Precinct 127,,398476,133854,38.8725113952,-77.0175621985,940716101,
402796,133744,20177684,2020/12/15 18:08:23+00,2020/12/15 04:30:31+00,2020/12/15 04:45:46+00,1500 - 1599 BLOCK OF 28TH STREET SE,MOTOR VEHICLE THEFT,OTHERS,DAY,7,7B,6,607,Cluster 34,007604 1,007604,Precinct 111,,402796,133744,38.8715173466,-76.967780037,940716102,
400846,136259,20177907,2020/12/16 01:10:20+00,2020/12/16 00:33:11+00,2020/12/16 01:05:42+00,300 - 399 BLOCK OF 12TH STREET NE,MOTOR VEHICLE THEFT,OTHERS,EVENING,6,6A,1,108,Cluster 25,008001 3,008001,Precinct 81,,400846,136259,38.8941774744,-76.9902479448,940716103,
397654,138108,20178277,2020/12/17 05:25:39+00,2020/12/16 18:40:41+00,2020/12/16 21:12:26+00,1522 - 1599 BLOCK OF 11TH STREET NW,THEFT/OTHER,OTHERS,MIDNIGHT,2,2F,3,307,Cluster 7,005001 1,005001,Precinct 16,,397654,138108,38.9108311978,-77.0270492479,940716104,
397746,137783,20178341,2020/12/16 23:51:57+00,2020/12/16 22:24:30+00,,1300 - 1399 BLOCK OF 10TH STREET NW,ROBBERY,GUN,EVENING,2,2G,3,307,Cluster 7,004902 1,004902,Precinct 129,,397746,137783,38.9079037271,-77.0259874264,940716105,
